id,dataset,tool1,tool2,read,unique,total,percent_unique,group,subgroup,percent_compression,percent_sampled,total_reads,q,p,label
493,miseq,pass,pass,R1,175615,208815,84.10,subsampling,1,15.90,25.00,835261,,,25%
494,miseq,pass,pass,R1,175845,208815,84.21,subsampling,2,15.79,25.00,835261,,,25%
495,miseq,pass,pass,R1,175845,208815,84.21,subsampling,3,15.79,25.00,835261,,,25%
496,miseq,pass,pass,R1,208105,250578,83.05,subsampling,1,16.95,30.00,835261,,,30%
497,miseq,pass,pass,R1,207872,250578,82.96,subsampling,2,17.04,30.00,835261,,,30%
498,miseq,pass,pass,R1,207966,250578,82.99,subsampling,3,17.01,30.00,835261,,,30%
499,miseq,pass,pass,R1,239453,292341,81.91,subsampling,1,18.09,35.00,835261,,,35%
500,miseq,pass,pass,R1,239382,292341,81.88,subsampling,2,18.12,35.00,835261,,,35%
501,miseq,pass,pass,R1,239274,292341,81.85,subsampling,3,18.15,35.00,835261,,,35%
502,miseq,pass,pass,R1,270459,334104,80.95,subsampling,1,19.05,40.00,835261,,,40%
503,miseq,pass,pass,R1,269977,334104,80.81,subsampling,2,19.19,40.00,835261,,,40%
504,miseq,pass,pass,R1,270107,334104,80.85,subsampling,3,19.15,40.00,835261,,,40%
505,miseq,pass,pass,R1,300678,375867,80.00,subsampling,1,20.00,45.00,835261,,,45%
506,miseq,pass,pass,R1,300757,375867,80.02,subsampling,2,19.98,45.00,835261,,,45%
507,miseq,pass,pass,R1,300545,375867,79.96,subsampling,3,20.04,45.00,835261,,,45%
508,miseq,pass,pass,R1,330632,417630,79.17,subsampling,1,20.83,50.00,835261,,,50%
509,miseq,pass,pass,R1,330341,417630,79.10,subsampling,2,20.90,50.00,835261,,,50%
510,miseq,pass,pass,R1,330180,417630,79.06,subsampling,3,20.94,50.00,835261,,,50%
511,miseq,pass,pass,R1,359638,459393,78.29,subsampling,1,21.71,55.00,835261,,,55%
512,miseq,pass,pass,R1,360188,459393,78.41,subsampling,2,21.59,55.00,835261,,,55%
513,miseq,pass,pass,R1,359690,459393,78.30,subsampling,3,21.70,55.00,835261,,,55%
514,miseq,pass,pass,R1,389573,501156,77.73,subsampling,1,22.27,60.00,835261,,,60%
515,miseq,pass,pass,R1,389524,501156,77.73,subsampling,2,22.27,60.00,835261,,,60%
516,miseq,pass,pass,R1,389189,501156,77.66,subsampling,3,22.34,60.00,835261,,,60%
517,miseq,pass,pass,R1,418259,542919,77.04,subsampling,1,22.96,65.00,835261,,,65%
518,miseq,pass,pass,R1,418292,542919,77.05,subsampling,2,22.95,65.00,835261,,,65%
519,miseq,pass,pass,R1,417971,542919,76.99,subsampling,3,23.01,65.00,835261,,,65%
520,miseq,pass,pass,R1,446676,584682,76.40,subsampling,1,23.60,70.00,835261,,,70%
521,miseq,pass,pass,R1,446627,584682,76.39,subsampling,2,23.61,70.00,835261,,,70%
522,miseq,pass,pass,R1,446484,584682,76.36,subsampling,3,23.64,70.00,835261,,,70%
523,miseq,pass,pass,R1,474955,626445,75.82,subsampling,1,24.18,75.00,835261,,,75%
524,miseq,pass,pass,R1,475014,626445,75.83,subsampling,2,24.17,75.00,835261,,,75%
525,miseq,pass,pass,R1,475197,626445,75.86,subsampling,3,24.14,75.00,835261,,,75%
526,miseq,pass,pass,R1,503020,668208,75.28,subsampling,1,24.72,80.00,835261,,,80%
527,miseq,pass,pass,R1,502841,668208,75.25,subsampling,2,24.75,80.00,835261,,,80%
528,miseq,pass,pass,R1,502953,668208,75.27,subsampling,3,24.73,80.00,835261,,,80%
529,miseq,pass,pass,R1,530834,709971,74.77,subsampling,1,25.23,85.00,835261,,,85%
530,miseq,pass,pass,R1,530953,709971,74.79,subsampling,2,25.21,85.00,835261,,,85%
531,miseq,pass,pass,R1,530728,709971,74.75,subsampling,3,25.25,85.00,835261,,,85%
532,miseq,pass,pass,R1,558482,751734,74.29,subsampling,1,25.71,90.00,835261,,,90%
533,miseq,pass,pass,R1,558337,751734,74.27,subsampling,2,25.73,90.00,835261,,,90%
534,miseq,pass,pass,R1,558490,751734,74.29,subsampling,3,25.71,90.00,835261,,,90%
535,miseq,pass,pass,R1,585634,793497,73.80,subsampling,1,26.20,95.00,835261,,,95%
536,miseq,pass,pass,R1,585605,793497,73.80,subsampling,2,26.20,95.00,835261,,,95%
537,miseq,pass,pass,R1,585610,793497,73.80,subsampling,3,26.20,95.00,835261,,,95%
538,miseq,pass,,R2,616455,835261,73.80,pass_5,permutation,26.20,100.00,835261,5,10,q5_p10
539,miseq,fail,,R2,0,0,0.00,fail_5,permutation,0.00,0.00,835261,5,10,q5_p10
540,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_5,permutation,26.80,97.38,835261,5,10,q5_p10
541,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_5,permutation,3.61,2.62,835261,5,10,q5_p10
542,miseq,fail,pass,R2,0,0,0.00,fail_motif_5,permutation,0.00,0.00,835261,5,10,q5_p10
543,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_5,permutation,0.00,0.00,835261,5,10,q5_p10
544,miseq,pass,,R2,616455,835261,73.80,pass_10,permutation,26.20,100.00,835261,10,10,q10_p10
545,miseq,fail,,R2,0,0,0.00,fail_10,permutation,0.00,0.00,835261,10,10,q10_p10
546,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_10,permutation,26.80,97.38,835261,10,10,q10_p10
547,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_10,permutation,3.61,2.62,835261,10,10,q10_p10
548,miseq,fail,pass,R2,0,0,0.00,fail_motif_10,permutation,0.00,0.00,835261,10,10,q10_p10
549,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_10,permutation,0.00,0.00,835261,10,10,q10_p10
550,miseq,pass,,R2,616455,835261,73.80,pass_15,permutation,26.20,100.00,835261,15,10,q15_p10
551,miseq,fail,,R2,0,0,0.00,fail_15,permutation,0.00,0.00,835261,15,10,q15_p10
552,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_15,permutation,26.80,97.38,835261,15,10,q15_p10
553,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_15,permutation,3.61,2.62,835261,15,10,q15_p10
554,miseq,fail,pass,R2,0,0,0.00,fail_motif_15,permutation,0.00,0.00,835261,15,10,q15_p10
555,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_15,permutation,0.00,0.00,835261,15,10,q15_p10
556,miseq,pass,,R2,616451,835257,73.80,pass_20,permutation,26.20,100.00,835261,20,10,q20_p10
557,miseq,fail,,R2,4,4,100.00,fail_20,permutation,0.00,0.00,835261,20,10,q20_p10
558,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_20,permutation,26.80,97.38,835261,20,10,q20_p10
559,miseq,pass,fail,R2,21064,21853,96.39,pass_no_motif_20,permutation,3.61,2.62,835261,20,10,q20_p10
560,miseq,fail,pass,R2,0,0,0.00,fail_motif_20,permutation,0.00,0.00,835261,20,10,q20_p10
561,miseq,fail,fail,R2,4,4,100.00,fail_no_motif_20,permutation,0.00,0.00,835261,20,10,q20_p10
562,miseq,pass,,R2,616425,835231,73.80,pass_25,permutation,26.20,100.00,835261,25,10,q25_p10
563,miseq,fail,,R2,30,30,100.00,fail_25,permutation,0.00,0.00,835261,25,10,q25_p10
564,miseq,pass,pass,R2,595385,813402,73.20,pass_motif_25,permutation,26.80,97.38,835261,25,10,q25_p10
565,miseq,pass,fail,R2,21040,21829,96.39,pass_no_motif_25,permutation,3.61,2.61,835261,25,10,q25_p10
566,miseq,fail,pass,R2,2,2,100.00,fail_motif_25,permutation,0.00,0.00,835261,25,10,q25_p10
567,miseq,fail,fail,R2,28,28,100.00,fail_no_motif_25,permutation,0.00,0.00,835261,25,10,q25_p10
568,miseq,pass,,R2,616159,834965,73.79,pass_30,permutation,26.21,99.96,835261,30,10,q30_p10
569,miseq,fail,,R2,296,296,100.00,fail_30,permutation,0.00,0.04,835261,30,10,q30_p10
570,miseq,pass,pass,R2,595359,813376,73.20,pass_motif_30,permutation,26.80,97.38,835261,30,10,q30_p10
571,miseq,pass,fail,R2,20800,21589,96.35,pass_no_motif_30,permutation,3.65,2.58,835261,30,10,q30_p10
572,miseq,fail,pass,R2,28,28,100.00,fail_motif_30,permutation,0.00,0.00,835261,30,10,q30_p10
573,miseq,fail,fail,R2,268,268,100.00,fail_no_motif_30,permutation,0.00,0.03,835261,30,10,q30_p10
574,miseq,pass,,R2,614425,833231,73.74,pass_35,permutation,26.26,99.76,835261,35,10,q35_p10
575,miseq,fail,,R2,2030,2030,100.00,fail_35,permutation,0.00,0.24,835261,35,10,q35_p10
576,miseq,pass,pass,R2,594606,812623,73.17,pass_motif_35,permutation,26.83,97.29,835261,35,10,q35_p10
577,miseq,pass,fail,R2,19819,20608,96.17,pass_no_motif_35,permutation,3.83,2.47,835261,35,10,q35_p10
578,miseq,fail,pass,R2,781,781,100.00,fail_motif_35,permutation,0.00,0.09,835261,35,10,q35_p10
579,miseq,fail,fail,R2,1249,1249,100.00,fail_no_motif_35,permutation,0.00,0.15,835261,35,10,q35_p10
580,miseq,pass,,R2,77,84,91.67,pass_40,permutation,8.33,0.01,835261,40,10,q40_p10
581,miseq,fail,,R2,616390,835177,73.80,fail_40,permutation,26.20,99.99,835261,40,10,q40_p10
582,miseq,pass,pass,R2,73,80,91.25,pass_motif_40,permutation,8.75,0.01,835261,40,10,q40_p10
583,miseq,pass,fail,R2,4,4,100.00,pass_no_motif_40,permutation,0.00,0.00,835261,40,10,q40_p10
584,miseq,fail,pass,R2,595325,813324,73.20,fail_motif_40,permutation,26.80,97.37,835261,40,10,q40_p10
585,miseq,fail,fail,R2,21065,21853,96.39,fail_no_motif_40,permutation,3.61,2.62,835261,40,10,q40_p10
586,miseq,pass,,R2,616455,835261,73.80,pass_5,permutation,26.20,100.00,835261,5,20,q5_p20
587,miseq,fail,,R2,0,0,0.00,fail_5,permutation,0.00,0.00,835261,5,20,q5_p20
588,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_5,permutation,26.80,97.38,835261,5,20,q5_p20
589,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_5,permutation,3.61,2.62,835261,5,20,q5_p20
590,miseq,fail,pass,R2,0,0,0.00,fail_motif_5,permutation,0.00,0.00,835261,5,20,q5_p20
591,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_5,permutation,0.00,0.00,835261,5,20,q5_p20
592,miseq,pass,,R2,616455,835261,73.80,pass_10,permutation,26.20,100.00,835261,10,20,q10_p20
593,miseq,fail,,R2,0,0,0.00,fail_10,permutation,0.00,0.00,835261,10,20,q10_p20
594,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_10,permutation,26.80,97.38,835261,10,20,q10_p20
595,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_10,permutation,3.61,2.62,835261,10,20,q10_p20
596,miseq,fail,pass,R2,0,0,0.00,fail_motif_10,permutation,0.00,0.00,835261,10,20,q10_p20
597,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_10,permutation,0.00,0.00,835261,10,20,q10_p20
598,miseq,pass,,R2,616452,835258,73.80,pass_15,permutation,26.20,100.00,835261,15,20,q15_p20
599,miseq,fail,,R2,3,3,100.00,fail_15,permutation,0.00,0.00,835261,15,20,q15_p20
600,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_15,permutation,26.80,97.38,835261,15,20,q15_p20
601,miseq,pass,fail,R2,21065,21854,96.39,pass_no_motif_15,permutation,3.61,2.62,835261,15,20,q15_p20
602,miseq,fail,pass,R2,0,0,0.00,fail_motif_15,permutation,0.00,0.00,835261,15,20,q15_p20
603,miseq,fail,fail,R2,3,3,100.00,fail_no_motif_15,permutation,0.00,0.00,835261,15,20,q15_p20
604,miseq,pass,,R2,616311,835117,73.80,pass_20,permutation,26.20,99.98,835261,20,20,q20_p20
605,miseq,fail,,R2,144,144,100.00,fail_20,permutation,0.00,0.02,835261,20,20,q20_p20
606,miseq,pass,pass,R2,595372,813389,73.20,pass_motif_20,permutation,26.80,97.38,835261,20,20,q20_p20
607,miseq,pass,fail,R2,20939,21728,96.37,pass_no_motif_20,permutation,3.63,2.60,835261,20,20,q20_p20
608,miseq,fail,pass,R2,15,15,100.00,fail_motif_20,permutation,0.00,0.00,835261,20,20,q20_p20
609,miseq,fail,fail,R2,129,129,100.00,fail_no_motif_20,permutation,0.00,0.02,835261,20,20,q20_p20
610,miseq,pass,,R2,616088,834894,73.79,pass_25,permutation,26.21,99.96,835261,25,20,q25_p20
611,miseq,fail,,R2,367,367,100.00,fail_25,permutation,0.00,0.04,835261,25,20,q25_p20
612,miseq,pass,pass,R2,595335,813352,73.20,pass_motif_25,permutation,26.80,97.38,835261,25,20,q25_p20
613,miseq,pass,fail,R2,20753,21542,96.34,pass_no_motif_25,permutation,3.66,2.58,835261,25,20,q25_p20
614,miseq,fail,pass,R2,52,52,100.00,fail_motif_25,permutation,0.00,0.01,835261,25,20,q25_p20
615,miseq,fail,fail,R2,315,315,100.00,fail_no_motif_25,permutation,0.00,0.04,835261,25,20,q25_p20
616,miseq,pass,,R2,614966,833772,73.76,pass_30,permutation,26.24,99.82,835261,30,20,q30_p20
617,miseq,fail,,R2,1489,1489,100.00,fail_30,permutation,0.00,0.18,835261,30,20,q30_p20
618,miseq,pass,pass,R2,594839,812856,73.18,pass_motif_30,permutation,26.82,97.32,835261,30,20,q30_p20
619,miseq,pass,fail,R2,20127,20916,96.23,pass_no_motif_30,permutation,3.77,2.50,835261,30,20,q30_p20
620,miseq,fail,pass,R2,548,548,100.00,fail_motif_30,permutation,0.00,0.07,835261,30,20,q30_p20
621,miseq,fail,fail,R2,941,941,100.00,fail_no_motif_30,permutation,0.00,0.11,835261,30,20,q30_p20
622,miseq,pass,,R2,610704,829508,73.62,pass_35,permutation,26.38,99.31,835261,35,20,q35_p20
623,miseq,fail,,R2,5753,5753,100.00,fail_35,permutation,0.00,0.69,835261,35,20,q35_p20
624,miseq,pass,pass,R2,591476,809491,73.07,pass_motif_35,permutation,26.93,96.91,835261,35,20,q35_p20
625,miseq,pass,fail,R2,19228,20017,96.06,pass_no_motif_35,permutation,3.94,2.40,835261,35,20,q35_p20
626,miseq,fail,pass,R2,3913,3913,100.00,fail_motif_35,permutation,0.00,0.47,835261,35,20,q35_p20
627,miseq,fail,fail,R2,1840,1840,100.00,fail_no_motif_35,permutation,0.00,0.22,835261,35,20,q35_p20
628,miseq,pass,,R2,1,1,100.00,pass_40,permutation,0.00,0.00,835261,40,20,q40_p20
629,miseq,fail,,R2,616454,835260,73.80,fail_40,permutation,26.20,100.00,835261,40,20,q40_p20
630,miseq,pass,pass,R2,1,1,100.00,pass_motif_40,permutation,0.00,0.00,835261,40,20,q40_p20
631,miseq,pass,fail,R2,0,0,0.00,pass_no_motif_40,permutation,0.00,0.00,835261,40,20,q40_p20
632,miseq,fail,pass,R2,595386,813403,73.20,fail_motif_40,permutation,26.80,97.38,835261,40,20,q40_p20
633,miseq,fail,fail,R2,21068,21857,96.39,fail_no_motif_40,permutation,3.61,2.62,835261,40,20,q40_p20
634,miseq,pass,,R2,616455,835261,73.80,pass_5,permutation,26.20,100.00,835261,5,30,q5_p30
635,miseq,fail,,R2,0,0,0.00,fail_5,permutation,0.00,0.00,835261,5,30,q5_p30
636,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_5,permutation,26.80,97.38,835261,5,30,q5_p30
637,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_5,permutation,3.61,2.62,835261,5,30,q5_p30
638,miseq,fail,pass,R2,0,0,0.00,fail_motif_5,permutation,0.00,0.00,835261,5,30,q5_p30
639,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_5,permutation,0.00,0.00,835261,5,30,q5_p30
640,miseq,pass,,R2,616455,835261,73.80,pass_10,permutation,26.20,100.00,835261,10,30,q10_p30
641,miseq,fail,,R2,0,0,0.00,fail_10,permutation,0.00,0.00,835261,10,30,q10_p30
642,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_10,permutation,26.80,97.38,835261,10,30,q10_p30
643,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_10,permutation,3.61,2.62,835261,10,30,q10_p30
644,miseq,fail,pass,R2,0,0,0.00,fail_motif_10,permutation,0.00,0.00,835261,10,30,q10_p30
645,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_10,permutation,0.00,0.00,835261,10,30,q10_p30
646,miseq,pass,,R2,616421,835227,73.80,pass_15,permutation,26.20,100.00,835261,15,30,q15_p30
647,miseq,fail,,R2,34,34,100.00,fail_15,permutation,0.00,0.00,835261,15,30,q15_p30
648,miseq,pass,pass,R2,595382,813399,73.20,pass_motif_15,permutation,26.80,97.38,835261,15,30,q15_p30
649,miseq,pass,fail,R2,21039,21828,96.39,pass_no_motif_15,permutation,3.61,2.61,835261,15,30,q15_p30
650,miseq,fail,pass,R2,5,5,100.00,fail_motif_15,permutation,0.00,0.00,835261,15,30,q15_p30
651,miseq,fail,fail,R2,29,29,100.00,fail_no_motif_15,permutation,0.00,0.00,835261,15,30,q15_p30
652,miseq,pass,,R2,615432,834238,73.77,pass_20,permutation,26.23,99.88,835261,20,30,q20_p30
653,miseq,fail,,R2,1023,1023,100.00,fail_20,permutation,0.00,0.12,835261,20,30,q20_p30
654,miseq,pass,pass,R2,595129,813146,73.19,pass_motif_20,permutation,26.81,97.35,835261,20,30,q20_p30
655,miseq,pass,fail,R2,20303,21092,96.26,pass_no_motif_20,permutation,3.74,2.53,835261,20,30,q20_p30
656,miseq,fail,pass,R2,258,258,100.00,fail_motif_20,permutation,0.00,0.03,835261,20,30,q20_p30
657,miseq,fail,fail,R2,765,765,100.00,fail_no_motif_20,permutation,0.00,0.09,835261,20,30,q20_p30
658,miseq,pass,,R2,614881,833687,73.75,pass_25,permutation,26.25,99.81,835261,25,30,q25_p30
659,miseq,fail,,R2,1574,1574,100.00,fail_25,permutation,0.00,0.19,835261,25,30,q25_p30
660,miseq,pass,pass,R2,594802,812819,73.18,pass_motif_25,permutation,26.82,97.31,835261,25,30,q25_p30
661,miseq,pass,fail,R2,20079,20868,96.22,pass_no_motif_25,permutation,3.78,2.50,835261,25,30,q25_p30
662,miseq,fail,pass,R2,585,585,100.00,fail_motif_25,permutation,0.00,0.07,835261,25,30,q25_p30
663,miseq,fail,fail,R2,989,989,100.00,fail_no_motif_25,permutation,0.00,0.12,835261,25,30,q25_p30
664,miseq,pass,,R2,612279,831085,73.67,pass_30,permutation,26.33,99.50,835261,30,30,q30_p30
665,miseq,fail,,R2,4176,4176,100.00,fail_30,permutation,0.00,0.50,835261,30,30,q30_p30
666,miseq,pass,pass,R2,592759,810776,73.11,pass_motif_30,permutation,26.89,97.07,835261,30,30,q30_p30
667,miseq,pass,fail,R2,19520,20309,96.12,pass_no_motif_30,permutation,3.88,2.43,835261,30,30,q30_p30
668,miseq,fail,pass,R2,2628,2628,100.00,fail_motif_30,permutation,0.00,0.31,835261,30,30,q30_p30
669,miseq,fail,fail,R2,1548,1548,100.00,fail_no_motif_30,permutation,0.00,0.19,835261,30,30,q30_p30
670,miseq,pass,,R2,603320,822047,73.39,pass_35,permutation,26.61,98.42,835261,35,30,q35_p30
671,miseq,fail,,R2,13213,13214,99.99,fail_35,permutation,0.01,1.58,835261,35,30,q35_p30
672,miseq,pass,pass,R2,584677,802615,72.85,pass_motif_35,permutation,27.15,96.09,835261,35,30,q35_p30
673,miseq,pass,fail,R2,18643,19432,95.94,pass_no_motif_35,permutation,4.06,2.33,835261,35,30,q35_p30
674,miseq,fail,pass,R2,10788,10789,99.99,fail_motif_35,permutation,0.01,1.29,835261,35,30,q35_p30
675,miseq,fail,fail,R2,2425,2425,100.00,fail_no_motif_35,permutation,0.00,0.29,835261,35,30,q35_p30
676,miseq,pass,,R2,0,0,0.00,pass_40,permutation,0.00,0.00,835261,40,30,q40_p30
677,miseq,fail,,R2,616455,835261,73.80,fail_40,permutation,26.20,100.00,835261,40,30,q40_p30
678,miseq,pass,pass,R2,0,0,0.00,pass_motif_40,permutation,0.00,0.00,835261,40,30,q40_p30
679,miseq,pass,fail,R2,0,0,0.00,pass_no_motif_40,permutation,0.00,0.00,835261,40,30,q40_p30
680,miseq,fail,pass,R2,595387,813404,73.20,fail_motif_40,permutation,26.80,97.38,835261,40,30,q40_p30
681,miseq,fail,fail,R2,21068,21857,96.39,fail_no_motif_40,permutation,3.61,2.62,835261,40,30,q40_p30
682,miseq,pass,,R2,616455,835261,73.80,pass_5,permutation,26.20,100.00,835261,5,40,q5_p40
683,miseq,fail,,R2,0,0,0.00,fail_5,permutation,0.00,0.00,835261,5,40,q5_p40
684,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_5,permutation,26.80,97.38,835261,5,40,q5_p40
685,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_5,permutation,3.61,2.62,835261,5,40,q5_p40
686,miseq,fail,pass,R2,0,0,0.00,fail_motif_5,permutation,0.00,0.00,835261,5,40,q5_p40
687,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_5,permutation,0.00,0.00,835261,5,40,q5_p40
688,miseq,pass,,R2,616455,835261,73.80,pass_10,permutation,26.20,100.00,835261,10,40,q10_p40
689,miseq,fail,,R2,0,0,0.00,fail_10,permutation,0.00,0.00,835261,10,40,q10_p40
690,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_10,permutation,26.80,97.38,835261,10,40,q10_p40
691,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_10,permutation,3.61,2.62,835261,10,40,q10_p40
692,miseq,fail,pass,R2,0,0,0.00,fail_motif_10,permutation,0.00,0.00,835261,10,40,q10_p40
693,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_10,permutation,0.00,0.00,835261,10,40,q10_p40
694,miseq,pass,,R2,616290,835096,73.80,pass_15,permutation,26.20,99.98,835261,15,40,q15_p40
695,miseq,fail,,R2,165,165,100.00,fail_15,permutation,0.00,0.02,835261,15,40,q15_p40
696,miseq,pass,pass,R2,595321,813338,73.19,pass_motif_15,permutation,26.81,97.38,835261,15,40,q15_p40
697,miseq,pass,fail,R2,20969,21758,96.37,pass_no_motif_15,permutation,3.63,2.60,835261,15,40,q15_p40
698,miseq,fail,pass,R2,66,66,100.00,fail_motif_15,permutation,0.00,0.01,835261,15,40,q15_p40
699,miseq,fail,fail,R2,99,99,100.00,fail_no_motif_15,permutation,0.00,0.01,835261,15,40,q15_p40
700,miseq,pass,,R2,613580,832386,73.71,pass_20,permutation,26.29,99.66,835261,20,40,q20_p40
701,miseq,fail,,R2,2875,2875,100.00,fail_20,permutation,0.00,0.34,835261,20,40,q20_p40
702,miseq,pass,pass,R2,593925,811942,73.15,pass_motif_20,permutation,26.85,97.21,835261,20,40,q20_p40
703,miseq,pass,fail,R2,19655,20444,96.14,pass_no_motif_20,permutation,3.86,2.45,835261,20,40,q20_p40
704,miseq,fail,pass,R2,1462,1462,100.00,fail_motif_20,permutation,0.00,0.18,835261,20,40,q20_p40
705,miseq,fail,fail,R2,1413,1413,100.00,fail_no_motif_20,permutation,0.00,0.17,835261,20,40,q20_p40
706,miseq,pass,,R2,612397,831203,73.68,pass_25,permutation,26.32,99.51,835261,25,40,q25_p40
707,miseq,fail,,R2,4058,4058,100.00,fail_25,permutation,0.00,0.49,835261,25,40,q25_p40
708,miseq,pass,pass,R2,592883,810900,73.11,pass_motif_25,permutation,26.89,97.08,835261,25,40,q25_p40
709,miseq,pass,fail,R2,19514,20303,96.11,pass_no_motif_25,permutation,3.89,2.43,835261,25,40,q25_p40
710,miseq,fail,pass,R2,2504,2504,100.00,fail_motif_25,permutation,0.00,0.30,835261,25,40,q25_p40
711,miseq,fail,fail,R2,1554,1554,100.00,fail_no_motif_25,permutation,0.00,0.19,835261,25,40,q25_p40
712,miseq,pass,,R2,606409,825203,73.49,pass_30,permutation,26.51,98.80,835261,30,40,q30_p40
713,miseq,fail,,R2,10058,10058,100.00,fail_30,permutation,0.00,1.20,835261,30,40,q30_p40
714,miseq,pass,pass,R2,587533,805538,72.94,pass_motif_30,permutation,27.06,96.44,835261,30,40,q30_p40
715,miseq,pass,fail,R2,18876,19665,95.99,pass_no_motif_30,permutation,4.01,2.35,835261,30,40,q30_p40
716,miseq,fail,pass,R2,7866,7866,100.00,fail_motif_30,permutation,0.00,0.94,835261,30,40,q30_p40
717,miseq,fail,fail,R2,2192,2192,100.00,fail_no_motif_30,permutation,0.00,0.26,835261,30,40,q30_p40
718,miseq,pass,,R2,591325,809714,73.03,pass_35,permutation,26.97,96.94,835261,35,40,q35_p40
719,miseq,fail,,R2,25502,25547,99.82,fail_35,permutation,0.18,3.06,835261,35,40,q35_p40
720,miseq,pass,pass,R2,573378,790980,72.49,pass_motif_35,permutation,27.51,94.70,835261,35,40,q35_p40
721,miseq,pass,fail,R2,17947,18734,95.80,pass_no_motif_35,permutation,4.20,2.24,835261,35,40,q35_p40
722,miseq,fail,pass,R2,22379,22424,99.80,fail_motif_35,permutation,0.20,2.68,835261,35,40,q35_p40
723,miseq,fail,fail,R2,3123,3123,100.00,fail_no_motif_35,permutation,0.00,0.37,835261,35,40,q35_p40
724,miseq,pass,,R2,0,0,0.00,pass_40,permutation,0.00,0.00,835261,40,40,q40_p40
725,miseq,fail,,R2,616455,835261,73.80,fail_40,permutation,26.20,100.00,835261,40,40,q40_p40
726,miseq,pass,pass,R2,0,0,0.00,pass_motif_40,permutation,0.00,0.00,835261,40,40,q40_p40
727,miseq,pass,fail,R2,0,0,0.00,pass_no_motif_40,permutation,0.00,0.00,835261,40,40,q40_p40
728,miseq,fail,pass,R2,595387,813404,73.20,fail_motif_40,permutation,26.80,97.38,835261,40,40,q40_p40
729,miseq,fail,fail,R2,21068,21857,96.39,fail_no_motif_40,permutation,3.61,2.62,835261,40,40,q40_p40
730,miseq,pass,,R2,616455,835261,73.80,pass_5,permutation,26.20,100.00,835261,5,50,q5_p50
731,miseq,fail,,R2,0,0,0.00,fail_5,permutation,0.00,0.00,835261,5,50,q5_p50
732,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_5,permutation,26.80,97.38,835261,5,50,q5_p50
733,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_5,permutation,3.61,2.62,835261,5,50,q5_p50
734,miseq,fail,pass,R2,0,0,0.00,fail_motif_5,permutation,0.00,0.00,835261,5,50,q5_p50
735,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_5,permutation,0.00,0.00,835261,5,50,q5_p50
736,miseq,pass,,R2,616455,835261,73.80,pass_10,permutation,26.20,100.00,835261,10,50,q10_p50
737,miseq,fail,,R2,0,0,0.00,fail_10,permutation,0.00,0.00,835261,10,50,q10_p50
738,miseq,pass,pass,R2,595387,813404,73.20,pass_motif_10,permutation,26.80,97.38,835261,10,50,q10_p50
739,miseq,pass,fail,R2,21068,21857,96.39,pass_no_motif_10,permutation,3.61,2.62,835261,10,50,q10_p50
740,miseq,fail,pass,R2,0,0,0.00,fail_motif_10,permutation,0.00,0.00,835261,10,50,q10_p50
741,miseq,fail,fail,R2,0,0,0.00,fail_no_motif_10,permutation,0.00,0.00,835261,10,50,q10_p50
742,miseq,pass,,R2,615748,834554,73.78,pass_15,permutation,26.22,99.92,835261,15,50,q15_p50
743,miseq,fail,,R2,707,707,100.00,fail_15,permutation,0.00,0.08,835261,15,50,q15_p50
744,miseq,pass,pass,R2,594949,812966,73.18,pass_motif_15,permutation,26.82,97.33,835261,15,50,q15_p50
745,miseq,pass,fail,R2,20799,21588,96.35,pass_no_motif_15,permutation,3.65,2.58,835261,15,50,q15_p50
746,miseq,fail,pass,R2,438,438,100.00,fail_motif_15,permutation,0.00,0.05,835261,15,50,q15_p50
