id,dataset,tool1,tool2,read,unique,total,percent_unique,group,subgroup,percent_compression,percent_sampled,total_reads,q,p,label
993,miseq,fail,fail,R2,10467,10610,98.65,fail_no_motif_20,permutation,1.35,1.27,835261,20,100,q20_p100
994,miseq,pass,,R2,352507,488622,72.14,pass_25,permutation,27.86,58.50,835261,25,100,q25_p100
995,miseq,fail,,R2,302798,346639,87.35,fail_25,permutation,12.65,41.50,835261,25,100,q25_p100
996,miseq,pass,pass,R2,342088,477724,71.61,pass_motif_25,permutation,28.39,57.19,835261,25,100,q25_p100
997,miseq,pass,fail,R2,10419,10898,95.60,pass_no_motif_25,permutation,4.40,1.30,835261,25,100,q25_p100
998,miseq,fail,pass,R2,291990,335680,86.98,fail_motif_25,permutation,13.02,40.19,835261,25,100,q25_p100
999,miseq,fail,fail,R2,10808,10959,98.62,fail_no_motif_25,permutation,1.38,1.31,835261,25,100,q25_p100
1000,miseq,pass,,R2,330580,456224,72.46,pass_30,permutation,27.54,54.62,835261,30,100,q30_p100
1001,miseq,fail,,R2,326344,379037,86.10,fail_30,permutation,13.90,45.38,835261,30,100,q30_p100
1002,miseq,pass,pass,R2,320804,445993,71.93,pass_motif_30,permutation,28.07,53.40,835261,30,100,q30_p100
1003,miseq,pass,fail,R2,9776,10231,95.55,pass_no_motif_30,permutation,4.45,1.22,835261,30,100,q30_p100
1004,miseq,fail,pass,R2,314889,367411,85.70,fail_motif_30,permutation,14.30,43.99,835261,30,100,q30_p100
1005,miseq,fail,fail,R2,11455,11626,98.53,fail_no_motif_30,permutation,1.47,1.39,835261,30,100,q30_p100
1006,miseq,pass,,R2,215380,285618,75.41,pass_35,permutation,24.59,34.20,835261,35,100,q35_p100
1007,miseq,fail,,R2,443151,549643,80.63,fail_35,permutation,19.37,65.80,835261,35,100,q35_p100
1008,miseq,pass,pass,R2,209161,279182,74.92,pass_motif_35,permutation,25.08,33.42,835261,35,100,q35_p100
1009,miseq,pass,fail,R2,6219,6436,96.63,pass_no_motif_35,permutation,3.37,0.77,835261,35,100,q35_p100
1010,miseq,fail,pass,R2,428125,534222,80.14,fail_motif_35,permutation,19.86,63.96,835261,35,100,q35_p100
1011,miseq,fail,fail,R2,15026,15421,97.44,fail_no_motif_35,permutation,2.56,1.85,835261,35,100,q35_p100
1012,miseq,pass,,R2,0,0,0.00,pass_40,permutation,0.00,0.00,835261,40,100,q40_p100
1013,miseq,fail,,R2,616455,835261,73.80,fail_40,permutation,26.20,100.00,835261,40,100,q40_p100
1014,miseq,pass,pass,R2,0,0,0.00,pass_motif_40,permutation,0.00,0.00,835261,40,100,q40_p100
1015,miseq,pass,fail,R2,0,0,0.00,pass_no_motif_40,permutation,0.00,0.00,835261,40,100,q40_p100
1016,miseq,fail,pass,R2,595387,813404,73.20,fail_motif_40,permutation,26.80,97.38,835261,40,100,q40_p100
1017,miseq,fail,fail,R2,21068,21857,96.39,fail_no_motif_40,permutation,3.61,2.62,835261,40,100,q40_p100
1018,miseq,pass,pass,R2,38439,41763,92.04,subsampling,1,7.96,5,835261,,,5%
1019,miseq,pass,pass,R2,38379,41763,91.9,subsampling,2,8.1,5,835261,,,5%
1020,miseq,pass,pass,R2,38367,41763,91.87,subsampling,3,8.13,5,835261,,,5%
1021,miseq,pass,pass,R2,74592,83526,89.3,subsampling,1,10.7,10,835261,,,10%
1022,miseq,pass,pass,R2,74760,83526,89.51,subsampling,2,10.49,10,835261,,,10%
1023,miseq,pass,pass,R2,74578,83526,89.29,subsampling,3,10.71,10,835261,,,10%
1024,miseq,pass,pass,R2,109717,125289,87.57,subsampling,1,12.43,15,835261,,,15%
1025,miseq,pass,pass,R2,109623,125289,87.5,subsampling,2,12.5,15,835261,,,15%
1026,miseq,pass,pass,R2,109679,125289,87.54,subsampling,3,12.46,15,835261,,,15%
1027,miseq,pass,pass,R2,143643,167052,85.99,subsampling,1,14.01,20,835261,,,20%
1028,miseq,pass,pass,R2,143338,167052,85.8,subsampling,2,14.2,20,835261,,,20%
1029,miseq,pass,pass,R2,143554,167052,85.93,subsampling,3,14.07,20,835261,,,20%
1030,miseq,pass,pass,R2,176543,208815,84.55,subsampling,1,15.45,25,835261,,,25%
1031,miseq,pass,pass,R2,176426,208815,84.49,subsampling,2,15.51,25,835261,,,25%
1032,miseq,pass,pass,R2,176324,208815,84.44,subsampling,3,15.56,25,835261,,,25%
1033,miseq,pass,pass,R2,208360,250578,83.15,subsampling,1,16.85,30,835261,,,30%
1034,miseq,pass,pass,R2,208703,250578,83.29,subsampling,2,16.71,30,835261,,,30%
1035,miseq,pass,pass,R2,208646,250578,83.27,subsampling,3,16.73,30,835261,,,30%
1036,miseq,pass,pass,R2,240302,292341,82.2,subsampling,1,17.8,35,835261,,,35%
1037,miseq,pass,pass,R2,240245,292341,82.18,subsampling,2,17.82,35,835261,,,35%
1038,miseq,pass,pass,R2,240500,292341,82.27,subsampling,3,17.73,35,835261,,,35%
1039,miseq,pass,pass,R2,271450,334104,81.25,subsampling,1,18.75,40,835261,,,40%
1040,miseq,pass,pass,R2,271580,334104,81.29,subsampling,2,18.71,40,835261,,,40%
1041,miseq,pass,pass,R2,271615,334104,81.3,subsampling,3,18.7,40,835261,,,40%
1042,miseq,pass,pass,R2,301859,375867,80.31,subsampling,1,19.69,45,835261,,,45%
1043,miseq,pass,pass,R2,302109,375867,80.38,subsampling,2,19.62,45,835261,,,45%
1044,miseq,pass,pass,R2,301910,375867,80.32,subsampling,3,19.68,45,835261,,,45%
1045,miseq,pass,pass,R2,332022,417630,79.5,subsampling,1,20.5,50,835261,,,50%
1046,miseq,pass,pass,R2,332473,417630,79.61,subsampling,2,20.39,50,835261,,,50%
1047,miseq,pass,pass,R2,332178,417630,79.54,subsampling,3,20.46,50,835261,,,50%
1048,miseq,pass,pass,R2,361794,459393,78.75,subsampling,1,21.25,55,835261,,,55%
1049,miseq,pass,pass,R2,361730,459393,78.74,subsampling,2,21.26,55,835261,,,55%
1050,miseq,pass,pass,R2,362042,459393,78.81,subsampling,3,21.19,55,835261,,,55%
1051,miseq,pass,pass,R2,391434,501156,78.11,subsampling,1,21.89,60,835261,,,60%
1052,miseq,pass,pass,R2,391226,501156,78.06,subsampling,2,21.94,60,835261,,,60%
1053,miseq,pass,pass,R2,391281,501156,78.08,subsampling,3,21.92,60,835261,,,60%
1054,miseq,pass,pass,R2,420488,542919,77.45,subsampling,1,22.55,65,835261,,,65%
1055,miseq,pass,pass,R2,420280,542919,77.41,subsampling,2,22.59,65,835261,,,65%
1056,miseq,pass,pass,R2,420624,542919,77.47,subsampling,3,22.53,65,835261,,,65%
1057,miseq,pass,pass,R2,449043,584682,76.8,subsampling,1,23.2,70,835261,,,70%
1058,miseq,pass,pass,R2,449231,584682,76.83,subsampling,2,23.17,70,835261,,,70%
1059,miseq,pass,pass,R2,448887,584682,76.77,subsampling,3,23.23,70,835261,,,70%
1060,miseq,pass,pass,R2,477758,626445,76.26,subsampling,1,23.74,75,835261,,,75%
1061,miseq,pass,pass,R2,477835,626445,76.28,subsampling,2,23.72,75,835261,,,75%
1062,miseq,pass,pass,R2,477851,626445,76.28,subsampling,3,23.72,75,835261,,,75%
1063,miseq,pass,pass,R2,505924,668208,75.71,subsampling,1,24.29,80,835261,,,80%
1064,miseq,pass,pass,R2,505649,668208,75.67,subsampling,2,24.33,80,835261,,,80%
1065,miseq,pass,pass,R2,505889,668208,75.71,subsampling,3,24.29,80,835261,,,80%
1066,miseq,pass,pass,R2,533957,709971,75.21,subsampling,1,24.79,85,835261,,,85%
1067,miseq,pass,pass,R2,533809,709971,75.19,subsampling,2,24.81,85,835261,,,85%
1068,miseq,pass,pass,R2,533689,709971,75.17,subsampling,3,24.83,85,835261,,,85%
1069,miseq,pass,pass,R2,561460,751734,74.69,subsampling,1,25.31,90,835261,,,90%
1070,miseq,pass,pass,R2,561636,751734,74.71,subsampling,2,25.29,90,835261,,,90%
1071,miseq,pass,pass,R2,561903,751734,74.75,subsampling,3,25.25,90,835261,,,90%
1072,miseq,pass,pass,R2,589207,793497,74.25,subsampling,1,25.75,95,835261,,,95%
1073,miseq,pass,pass,R2,589009,793497,74.23,subsampling,2,25.77,95,835261,,,95%
1074,miseq,pass,pass,R2,589109,793497,74.24,subsampling,3,25.76,95,835261,,,95%
