id,dataset,tool1,tool2,read,unique,total,percent_unique,old_group,group,subgroup,label,percent_compression,percent_sampled,total_reads,percent_unique_sample1,percent_unique_sample2,percent_unique_sample3,sample_mean,sample_sd,change_percent_compression,rm_motif_unique,rm_motif_percent_compression,
848,novaseq,subsampling,,R2,37390191,141353174,26.45,subsampling,subsampling,2,,73.55,15,942382399,,,,,,,,,
849,novaseq,subsampling,,R2,37385738,141347348,26.45,subsampling,subsampling,3,,73.55,15,942382399,,,,,,,,,
850,novaseq,subsampling,,R2,47802586,188488905,25.36,subsampling,subsampling,1,,74.64,20,942382399,,,,,,,,,
851,novaseq,subsampling,,R2,47808186,188469359,25.37,subsampling,subsampling,2,,74.63,20,942382399,,,,,,,,,
852,novaseq,subsampling,,R2,47800796,188469269,25.36,subsampling,subsampling,3,,74.64,20,942382399,,,,,,,,,
853,novaseq,subsampling,,R2,57815379,235595038,24.54,subsampling,subsampling,1,,75.46,25,942382399,,,,,,,,,
854,novaseq,subsampling,,R2,57813326,235602453,24.54,subsampling,subsampling,2,,75.46,25,942382399,,,,,,,,,
855,novaseq,subsampling,,R2,57809292,235599092,24.54,subsampling,subsampling,3,,75.46,25,942382399,,,,,,,,,
856,novaseq,subsampling,,R2,67480607,282713941,23.87,subsampling,subsampling,1,,76.13,30,942382399,,,,,,,,,
857,novaseq,subsampling,,R2,67489915,282721330,23.87,subsampling,subsampling,2,,76.13,30,942382399,,,,,,,,,
858,novaseq,subsampling,,R2,67490418,282718755,23.87,subsampling,subsampling,3,,76.13,30,942382399,,,,,,,,,
859,novaseq,subsampling,,R2,76889507,329829240,23.31,subsampling,subsampling,1,,76.69,35,942382399,,,,,,,,,
860,novaseq,subsampling,,R2,76899255,329823543,23.32,subsampling,subsampling,2,,76.68,35,942382399,,,,,,,,,
861,novaseq,subsampling,,R2,76898301,329826104,23.31,subsampling,subsampling,3,,76.69,35,942382399,,,,,,,,,
862,novaseq,subsampling,,R2,86075433,376940209,22.84,subsampling,subsampling,1,,77.16,40,942382399,,,,,,,,,
863,novaseq,subsampling,,R2,86077060,376947450,22.84,subsampling,subsampling,2,,77.16,40,942382399,,,,,,,,,
864,novaseq,subsampling,,R2,86068500,376941800,22.83,subsampling,subsampling,3,,77.17,40,942382399,,,,,,,,,
865,novaseq,subsampling,,R2,95052610,424062520,22.41,subsampling,subsampling,1,,77.59,45,942382399,,,,,,,,,
866,novaseq,subsampling,,R2,95059134,424069507,22.42,subsampling,subsampling,2,,77.58,45,942382399,,,,,,,,,
867,novaseq,subsampling,,R2,95060813,424056432,22.42,subsampling,subsampling,3,,77.58,45,942382399,,,,,,,,,
868,novaseq,subsampling,,R2,103862296,471180377,22.04,subsampling,subsampling,1,,77.96,50,942382399,,,,,,,,,
869,novaseq,subsampling,,R2,103880070,471197061,22.05,subsampling,subsampling,2,,77.95,50,942382399,,,,,,,,,
870,novaseq,subsampling,,R2,103882719,471201770,22.05,subsampling,subsampling,3,,77.95,50,942382399,,,,,,,,,
871,novaseq,subsampling,,R2,112544628,518319218,21.71,subsampling,subsampling,1,,78.29,55,942382399,,,,,,,,,
872,novaseq,subsampling,,R2,112536576,518306341,21.71,subsampling,subsampling,2,,78.29,55,942382399,,,,,,,,,
873,novaseq,subsampling,,R2,112533606,518293744,21.71,subsampling,subsampling,3,,78.29,55,942382399,,,,,,,,,
874,novaseq,subsampling,,R2,121074222,565436252,21.41,subsampling,subsampling,1,,78.59,60,942382399,,,,,,,,,
875,novaseq,subsampling,,R2,121089692,565441309,21.42,subsampling,subsampling,2,,78.58,60,942382399,,,,,,,,,
876,novaseq,subsampling,,R2,121068579,565430482,21.41,subsampling,subsampling,3,,78.59,60,942382399,,,,,,,,,
877,novaseq,subsampling,,R2,129484849,612545562,21.14,subsampling,subsampling,1,,78.86,65,942382399,,,,,,,,,
878,novaseq,subsampling,,R2,129479282,612535409,21.14,subsampling,subsampling,2,,78.86,65,942382399,,,,,,,,,
879,novaseq,subsampling,,R2,129473993,612547535,21.14,subsampling,subsampling,3,,78.86,65,942382399,,,,,,,,,
880,novaseq,subsampling,,R2,137782248,659677023,20.89,subsampling,subsampling,1,,79.11,70,942382399,,,,,,,,,
881,novaseq,subsampling,,R2,137787626,659666697,20.89,subsampling,subsampling,2,,79.11,70,942382399,,,,,,,,,
882,novaseq,subsampling,,R2,137773600,659661787,20.89,subsampling,subsampling,3,,79.11,70,942382399,,,,,,,,,
883,novaseq,subsampling,,R2,145996742,706791214,20.66,subsampling,subsampling,1,,79.34,75,942382399,,,,,,,,,
884,novaseq,subsampling,,R2,145985147,706791705,20.65,subsampling,subsampling,2,,79.35,75,942382399,,,,,,,,,
885,novaseq,subsampling,,R2,145989705,706789757,20.66,subsampling,subsampling,3,,79.34,75,942382399,,,,,,,,,
886,novaseq,subsampling,,R2,154098504,753909062,20.44,subsampling,subsampling,1,,79.56,80,942382399,,,,,,,,,
887,novaseq,subsampling,,R2,154103008,753888944,20.44,subsampling,subsampling,2,,79.56,80,942382399,,,,,,,,,
888,novaseq,subsampling,,R2,154109223,753900993,20.44,subsampling,subsampling,3,,79.56,80,942382399,,,,,,,,,
889,novaseq,subsampling,,R2,162135911,801026245,20.24,subsampling,subsampling,1,,79.76,85,942382399,,,,,,,,,
890,novaseq,subsampling,,R2,162135931,801028141,20.24,subsampling,subsampling,2,,79.76,85,942382399,,,,,,,,,
891,novaseq,subsampling,,R2,162132984,801021507,20.24,subsampling,subsampling,3,,79.76,85,942382399,,,,,,,,,
892,novaseq,subsampling,,R2,170080767,848137808,20.05,subsampling,subsampling,1,,79.95,90,942382399,,,,,,,,,
893,novaseq,subsampling,,R2,170082927,848148005,20.05,subsampling,subsampling,2,,79.95,90,942382399,,,,,,,,,
894,novaseq,subsampling,,R2,170084381,848136477,20.05,subsampling,subsampling,3,,79.95,90,942382399,,,,,,,,,
895,novaseq,subsampling,,R2,177970257,895265206,19.88,subsampling,subsampling,1,,80.12,95,942382399,,,,,,,,,
896,novaseq,subsampling,,R2,177972779,895266357,19.88,subsampling,subsampling,2,,80.12,95,942382399,,,,,,,,,
897,novaseq,subsampling,,R2,177966425,895268404,19.88,subsampling,subsampling,3,,80.12,95,942382399,,,,,,,,,
898,novaseq,,,R2,185785665,942382399,19.71,subsampling,subsampling,raw,,80.29,100,942382399,,,,,,,,,
899,novaseq,pass,,R2,130065414,738345380,17.62,motif,pass motif,rotifer_uniq,,82.38,78,942382399,151434990,151424957,151425126,151428357.666667,4690.2753532057,2.89335374004327,,,
900,novaseq,fail,,R2,55720251,204037019,27.31,no_motif,fail motif,rotifer_uniq,,72.69,22,942382399,51151453,51161148,51145979,51152860,6272.12760286864,-2.23851094393807,52488595,74.2749647797981,-0.65465326172012
901,novaseq,pass,,R2,185763170,942359853,19.71,pass,pass q30,q30p10_krill,p10,80.29,100,942382399,185781862,185781927,185781958,185781915.666667,40.0027776813339,0.001989225942402,,,
902,novaseq,fail,,R2,22518,22546,99.88,fail,fail q30,q30p10_krill,p10,0.12,0,942382399,20565,20402,20615,20527.3333333333,90.9444274757332,-8.82935627901476,,,
903,novaseq,pass,pass,R2,130822733,739791376,17.68,pass_motif,pass q30 pass motif,q30p10_krill_rotifer,,82.32,79,942382399,151685349,151681436,151682666,151683150.333333,1633.77402218163,2.81977027714545,,,
904,novaseq,pass,fail,R2,54940437,202568477,27.12,pass_no_motif,pass q30 fail motif,q30p10_krill_rotifer,,72.88,21,942382399,50835731,50836742,50828105,50833526,3855.38247129905,-2.0274186096586,,,
905,novaseq,fail,pass,R2,9187,9188,99.99,fail_motif,fail q30 pass motif,q30p10_krill_rotifer,,0.01,0,942382399,8511,8558,8532,8533.66666666667,19.2238278070616,-7.11072413292701,,,
906,novaseq,fail,fail,R2,13331,13358,99.80,fail_no_motif,fail q30 fail motif,q30p10_krill_rotifer,,0.20,0,942382399,12205,12302,12199,12235.3333333333,47.2040487905669,-8.2023256974597,,,
907,novaseq,pass,,R2,185579187,942175740,19.70,pass,pass q30,q30p20_krill,p20,80.30,100,942382399,185751630,185751612,185751405,185751549,102.088197163041,0.018294039284009,,,
908,novaseq,fail,,R2,206574,206659,99.96,fail,fail q30,q30p20_krill,p20,0.04,0,942382399,163914,163998,163734,163882,110.12719918349,-20.6581857068891,,,
909,novaseq,pass,pass,R2,130724342,739692946,17.67,pass_motif,pass q30 pass motif,q30p20_krill_rotifer,,82.33,78,942382399,151664301,151657639,151662315,151661418.333333,2792.67724992027,2.83050912497594,,,
910,novaseq,pass,fail,R2,54854845,202482794,27.09,pass_no_motif,pass q30 fail motif,q30p20_krill_rotifer,,72.91,21,942382399,50824157,50822080,50815826,50820687.6666667,3540.74703354469,-1.99234574634195,,,
911,novaseq,fail,pass,R2,107608,107618,99.99,fail_motif,fail q30 pass motif,q30p20_krill_rotifer,,0.01,0,942382399,90797,90720,90878,90798.3333333333,64.5101197918246,-15.6197538206124,,,
912,novaseq,fail,fail,R2,98966,99041,99.92,fail_no_motif,fail q30 fail motif,q30p20_krill_rotifer,,0.08,0,942382399,84104,83942,84087,84044.3333333333,72.692655902933,-15.0661510552869,,,
913,novaseq,pass,,R2,184732974,941328834,19.62,pass,pass q30,q30p30_krill,p30,80.38,100,942382399,185611484,185610983,185611522,185611329.666667,245.620755547156,0.093310183959228,,,
914,novaseq,fail,,R2,1053406,1053565,99.98,fail,fail q30,q30p30_krill,p30,0.02,0,942382399,654653,654712,656361,655242,791.619016109812,-37.792067883804,,,
915,novaseq,pass,pass,R2,130273840,739242075,17.62,pass_motif,pass q30 pass motif,q30p30_krill_rotifer,,82.38,78,942382399,151584198,151580191,151595428,151586605.666667,6449.24731181003,2.88305636102581,,,
916,novaseq,pass,fail,R2,54459134,202086759,26.95,pass_no_motif,pass q30 fail motif,q30p30_krill_rotifer,,73.05,21,942382399,50736496,50732487,50729977,50732986.6666667,2684.72100764472,-1.84383546540688,,,
917,novaseq,fail,pass,R2,558473,558489,100.00,fail_motif,fail q30 pass motif,q30p30_krill_rotifer,,0.00,0,942382399,387291,388335,387513,387713,449.061243039299,-30.5753560052212,,,
918,novaseq,fail,fail,R2,494933,495076,99.97,fail_no_motif,fail q30 fail motif,q30p30_krill_rotifer,,0.03,0,942382399,350221,349967,350231,350139.666666667,122.162005368099,-29.2466880505889,,,
919,novaseq,pass,,R2,182624988,939216702,19.44,pass,pass q30,q30p40_krill,p40,80.56,100,942382399,185263426,185262271,185263195,185262964,499.017033777405,0.28086979228357,,,
920,novaseq,fail,,R2,3165238,3165697,99.99,fail,fail q30,q30p40_krill,p40,0.01,0,942382399,1582494,1582233,1582906,1582544.33333333,277.046726905208,-49.9951090286489,,,
921,novaseq,pass,pass,R2,129130217,738095646,17.50,pass_motif,pass q30 pass motif,q30p40_krill_rotifer,,82.50,78,942382399,151394357,151391069,151390670,151392032,1652.07324292841,3.01611520412627,,,
922,novaseq,pass,fail,R2,53494771,201121056,26.60,pass_no_motif,pass q30 fail motif,q30p40_krill_rotifer,,73.40,21,942382399,50526115,50532791,50542761,50533889,6839.90896625581,-1.47218896861799,,,
923,novaseq,fail,pass,R2,1704720,1704918,99.99,fail_motif,fail q30 pass motif,q30p40_krill_rotifer,,0.01,0,942382399,965383,965777,966088,965749.333333333,288.479153878096,-43.3434726284001,,,
924,novaseq,fail,fail,R2,1460518,1460779,99.98,fail_no_motif,fail q30 fail motif,q30p40_krill_rotifer,,0.02,0,942382399,853307,853241,854237,853595,454.76147594096,-41.5479001272609,,,
925,novaseq,pass,,R2,177285474,933847800,18.98,pass,pass q30,q30p50_krill,p50,81.02,99,942382399,184373123,184373190,184375909,184374074,1297.82921321207,0.759074444465147,,,
926,novaseq,fail,,R2,8530815,8534599,99.96,fail,fail q30,q30p50_krill,p50,0.04,1,942382399,3512589,3513461,3513322,3513124,382.534530031822,-58.7923463070731,,,
927,novaseq,pass,pass,R2,125891708,734834866,17.13,pass_motif,pass q30 pass motif,q30p50_krill_rotifer,,82.87,78,942382399,150832185,150832881,150829036,150831367.333333,1672.81007755081,3.39391344739668,,,
928,novaseq,pass,fail,R2,51393766,199012934,25.82,pass_no_motif,pass q30 fail motif,q30p50_krill_rotifer,,74.18,21,942382399,50075002,50074801,50077076,50075626.3333333,1028.34829810829,-0.662338693356817,,,
929,novaseq,fail,pass,R2,4962924,4965698,99.94,fail_motif,fail q30 pass motif,q30p50_krill_rotifer,,0.06,1,942382399,2269284,2269360,2268819,2269154.33333333,239.137803136369,-54.2475532476334,,,
930,novaseq,fail,fail,R2,3567891,3568901,99.97,fail_no_motif,fail q30 fail motif,q30p50_krill_rotifer,,0.03,0,942382399,1740181,1740848,1742286,1741105,878.367045526337,-51.1862335211876,,,
931,novaseq,pass,,R2,166860139,923163642,18.07,pass,pass q30,q30p60_krill,p60,81.93,98,942382399,182605030,182605627,182606342,182605666.333333,536.343380887862,1.70560522717524,,,
932,novaseq,fail,,R2,19161687,19218757,99.70,fail,fail q30,q30p60_krill,p60,0.30,2,942382399,6853243,6854591,6853599,6853811,570.370639730576,-64.0409574875212,,,
933,novaseq,pass,pass,R2,118722431,727450829,16.32,pass_motif,pass q30 pass motif,q30p60_krill_rotifer,,83.68,77,942382399,149554945,149548005,149555814,149552921.333333,3494.42797735035,4.23815453969788,,,
934,novaseq,pass,fail,R2,48137708,195712813,24.60,pass_no_motif,pass q30 fail motif,q30p60_krill_rotifer,,75.40,21,942382399,49367393,49361958,49369251,49366200.6666667,3094.42577692355,0.627701706309164,,,
935,novaseq,fail,pass,R2,12300511,12349735,99.60,fail_motif,fail q30 pass motif,q30p60_krill_rotifer,,0.40,1,942382399,4750931,4750420,4752951,4751434,1092.77841608748,-61.1274411961066,,,
936,novaseq,fail,fail,R2,6861176,6869022,99.89,fail_no_motif,fail q30 fail motif,q30p60_krill_rotifer,,0.11,1,942382399,2942174,2948870,2946542,2945862,2775.59651246358,-56.9995845114486,,,
937,novaseq,pass,,R2,147547271,900959991,16.38,pass,pass q30,q30p70_krill,p70,83.62,96,942382399,178917812,178914737,178913789,178915446,1717.19597017929,3.48163906425896,,,
938,novaseq,fail,,R2,40104164,41422408,96.82,fail,fail q30,q30p70_krill,p70,3.18,4,942382399,13082850,13088892,13089094,13086945.3333333,2897.01194720046,-65.223679576201,,,
939,novaseq,pass,pass,R2,104763485,711077566,14.73,pass_motif,pass q30 pass motif,q30p70_krill_rotifer,,85.27,75,942382399,146725780,146731176,146731069,146729341.666667,2518.85745704057,5.90172699481095,,,
940,novaseq,pass,fail,R2,42783786,189882425,22.53,pass_no_motif,pass q30 fail motif,q30p70_krill_rotifer,,77.47,20,942382399,48103694,48104769,48114234,48107565.6666667,4735.60332892113,2.8037242871038,,,
941,novaseq,fail,pass,R2,27566569,28722998,95.97,fail_motif,fail q30 pass motif,q30p70_krill_rotifer,,4.03,3,942382399,9601509,9596046,9596798,9598117.66666667,2417.60657584222,-62.5577153656918,,,
942,novaseq,fail,fail,R2,12537595,12699410,98.73,fail_no_motif,fail q30 fail motif,q30p70_krill_rotifer,,1.27,1,942382399,4862469,4859601,4863132,4861734,1532.35309246923,-60.4426583597191,,,
943,novaseq,pass,,R2,120577918,859145121,14.03,pass,pass q30,q30p80_krill,p80,85.97,91,942382399,171938854,171934490,171936344,171936562.666667,1788.29254380323,5.97787770788803,,,
944,novaseq,fail,,R2,71437528,83237278,85.82,fail,fail q30,q30p80_krill,p80,14.18,9,942382399,23753017,23755872,23753346,23754078.3333333,1275.40590488763,-57.2861713073638,,,
945,novaseq,pass,pass,R2,85629482,679957879,12.59,pass_motif,pass q30 pass motif,q30p80_krill_rotifer,,87.41,72,942382399,141333426,141329533,141327266,141330075,2543.84525210687,8.1917710964564,,,
946,novaseq,pass,fail,R2,34948436,179187242,19.50,pass_no_motif,pass q30 fail motif,q30p80_krill_rotifer,,80.50,19,942382399,45788963,45783831,45792462,45788418.6666667,3544.55115478517,6.04952816153433,,,
947,novaseq,fail,pass,R2,49961988,59842685,83.49,fail_motif,fail q30 pass motif,q30p80_krill_rotifer,,16.51,6,942382399,17909578,17911733,17912866,17911392.3333333,1363.76350181726,-53.5580842782483,,,
948,novaseq,fail,fail,R2,21475540,23394593,91.80,fail_no_motif,fail q30 fail motif,q30p80_krill_rotifer,,8.20,2,942382399,8076012,8075319,8078348,8076559.66666667,1295.80459775213,-57.2738338868872,,,
949,novaseq,pass,,R2,72039862,724528926,9.94,pass,pass q30,q30p90_krill,p90,90.06,77,942382399,149059253,149054403,149045605,149053087,5648.94491623583,10.6294203359384,,,
950,novaseq,fail,,R2,127721468,217853473,58.63,fail,fail q30,q30p90_krill,p90,41.37,23,942382399,54081590,54089842,54085884,54085772,3369.7956416772,-33.8005609853188,,,
951,novaseq,pass,pass,R2,51541612,579331590,8.90,pass_motif,pass q30 pass motif,q30p90_krill_rotifer,,91.10,61,942382399,123562451,123560713,123563405,123562189.666667,1114.43179343656,12.4316676165832,,,
952,novaseq,pass,fail,R2,20498250,145197336,14.12,pass_no_motif,pass q30 fail motif,q30p90_krill_rotifer,,85.88,15,942382399,38257554,38251851,38249788,38253064.3333333,3284.49106492247,12.228057912394,,,
953,novaseq,fail,pass,R2,89437666,160468974,55.74,fail_motif,fail q30 pass motif,q30p90_krill_rotifer,,44.26,17,942382399,41679138,41674550,41679583,41677757,2274.95684940762,-29.7627060293911,,,
954,novaseq,fail,fail,R2,38283802,57384499,66.71,fail_no_motif,fail q30 fail motif,q30p90_krill_rotifer,,33.29,6,942382399,17279337,17276693,17282009,17279346.3333333,2170.25794677857,-36.6030130657177,,,
955,novaseq,pass,,R2,4649967,30504208,15.24,pass,pass q30,q30p100_krill,p100,84.76,3,942382399,10104855,10098614,10095846,10099771.6666667,3767.90519460821,17.8657471345156,,,
956,novaseq,fail,,R2,184982154,911878191,20.29,fail,fail q30,q30p100_krill,p100,79.71,97,942382399,180732942,180732152,180729947,180731680.333333,1267.37480205695,-0.466122965612921,,,
957,novaseq,pass,pass,R2,3951622,28880059,13.68,pass_motif,pass q30 pass motif,q30p100_krill_rotifer,,86.32,3,942382399,9643882,9641524,9646540,9643982,2048.99389945407,19.7103475446501,,,
958,novaseq,pass,fail,R2,698345,1624149,43.00,pass_no_motif,pass q30 fail motif,q30p100_krill_rotifer,,57.00,0,942382399,928848,929159,928653,928886.666666667,208.375195794083,14.194613096869,,,
959,novaseq,fail,pass,R2,130123151,710920505,18.30,fail_motif,fail q30 pass motif,q30p100_krill_rotifer,,81.70,75,942382399,146704484,146711601,146706402,146707495.666667,3006.65953435961,2.33279875176292,,,
960,novaseq,fail,fail,R2,54859003,200957686,27.30,fail_no_motif,fail q30 fail motif,q30p100_krill_rotifer,,72.70,21,942382399,50484494,50490689,50491630,50488937.6666667,3165.54369562148,-2.17461965268317,,,
