id,dataset,tool1,tool2,read,unique,total,percent_unique,old_group,group,subgroup,label,percent_compression,percent_sampled,total_reads,percent_unique_sample1,percent_unique_sample2,percent_unique_sample3,sample_mean,sample_sd,change_percent_compression,rm_motif_unique,rm_motif_percent_compression,
686,hiseq125(high_output),fail,,R2,4952964,5737047,86.33,fail,fail q30,q30p50_krill,p50,13.67,4,156472029,1325067,1322588,1324037,1323897.33333333,1016.85473670311,-63.2567009938505,,,
687,hiseq125(high_output),pass,pass,R2,12486896,149792831,8.34,pass_motif,pass q30 pass motif,q30p50_krill_rotifer,,91.66,96,156472029,16896020,16895296,16894613,16895309.6666667,574.486630731203,2.94300711004432,,,
688,hiseq125(high_output),pass,fail,R2,566360,942151,60.11,pass_no_motif,pass q30 fail motif,q30p50_krill_rotifer,,39.89,1,156472029,398120,398469,398113,398234,166.194664976547,-17.8449102107836,,,
689,hiseq125(high_output),fail,pass,R2,4225132,4988127,84.70,fail_motif,fail q30 pass motif,q30p50_krill_rotifer,,15.30,3,156472029,1202828,1204033,1201277,1202712.66666667,1128.08401972351,-60.5922690687974,,,
690,hiseq125(high_output),fail,fail,R2,727832,748920,97.18,fail_no_motif,fail q30 fail motif,q30p50_krill_rotifer,,2.82,0,156472029,340692,340759,341088,340846.333333333,173.0593989229,-51.6724972849793,,,
691,hiseq125(high_output),pass,,R2,12072020,148433502,8.13,pass,pass q30,q30p60_krill,p60,91.87,95,156472029,16768531,16769095,16768288,16768638,338.032542812079,3.16412261161904,,,
692,hiseq125(high_output),fail,,R2,6163878,8038527,76.68,fail,fail q30,q30p60_krill,p60,23.32,5,156472029,1676020,1678251,1677190,1677153.66666667,911.16421254471,-55.8152548760903,,,
693,hiseq125(high_output),pass,pass,R2,11560772,147565846,7.83,pass_motif,pass q30 pass motif,q30p60_krill_rotifer,,92.17,94,156472029,16687428,16686773,16685628,16686609.6666667,743.867521060631,3.47359352154337,,,
694,hiseq125(high_output),pass,fail,R2,511248,867656,58.92,pass_no_motif,pass q30 fail motif,q30p60_krill_rotifer,,41.08,1,156472029,377003,376972,375803,376592.666666667,558.522057656534,-15.5194378109911,,,
695,hiseq125(high_output),fail,pass,R2,5377381,7215112,74.53,fail_motif,fail q30 pass motif,q30p60_krill_rotifer,,25.47,5,156472029,1553512,1553260,1553172,1553314.66666667,144.086393836784,-53.0007896389319,,,
696,hiseq125(high_output),fail,fail,R2,786497,823415,95.52,fail_no_motif,fail q30 fail motif,q30p60_krill_rotifer,,4.48,1,156472029,363735,363717,363847,363766.333333333,57.5113515365059,-51.3387133664879,,,
697,hiseq125(high_output),pass,,R2,11189510,145466059,7.69,pass,pass q30,q30p70_krill,p70,92.31,93,156472029,16488910,16488029,16488714,16488551,377.683288836912,3.64280233920409,,,
698,hiseq125(high_output),fail,,R2,7256521,11005970,65.93,fail,fail q30,q30p70_krill,p70,34.07,7,156472029,2104459,2103986,2104556,2104333.66666667,249.006470241683,-46.8126601592893,,,
699,hiseq125(high_output),pass,pass,R2,10717177,144656242,7.41,pass_motif,pass q30 pass motif,q30p70_krill_rotifer,,92.59,92,156472029,16413387,16411783,16413233,16412801,722.57502493974,3.93735100625661,,,
700,hiseq125(high_output),pass,fail,R2,472333,809817,58.33,pass_no_motif,pass q30 fail motif,q30p70_krill_rotifer,,41.67,1,156472029,359132,359605,359334,359357,193.785104346714,-13.950806169789,,,
701,hiseq125(high_output),fail,pass,R2,6428049,10124716,63.49,fail_motif,fail q30 pass motif,q30p70_krill_rotifer,,36.51,6,156472029,1980048,1980299,1977574,1979307,1229.69291559587,-43.9394250663426,,,
702,hiseq125(high_output),fail,fail,R2,828472,881254,94.01,fail_no_motif,fail q30 fail motif,q30p70_krill_rotifer,,5.99,1,156472029,380654,380555,381322,380843.666666667,340.638942120376,-50.7944739352483,,,
703,hiseq125(high_output),pass,,R2,10381403,141269803,7.35,pass,pass q30,q30p80_krill,p80,92.65,90,156472029,16092653,16093054,16092461,16092722.6666667,247.052401099218,4.04284535362923,,,
704,hiseq125(high_output),fail,,R2,8258977,15202226,54.33,fail,fail q30,q30p80_krill,p80,45.67,10,156472029,2674620,2673468,2674709,2674265.66666667,565.204584395971,-36.7361420185,,,
705,hiseq125(high_output),pass,pass,R2,9938294,140506356,7.07,pass_motif,pass q30 pass motif,q30p80_krill_rotifer,,92.93,90,156472029,16020750,16021691,16020410,16020950.3333333,541.811980508204,4.3290969223722,,,
706,hiseq125(high_output),pass,fail,R2,443109,763447,58.04,pass_no_motif,pass q30 fail motif,q30p80_krill_rotifer,,41.96,0,156472029,345451,346101,345348,345633.333333333,333.352999419868,-12.7678367544396,,,
707,hiseq125(high_output),fail,pass,R2,7396934,14274602,51.82,fail_motif,fail q30 pass motif,q30p80_krill_rotifer,,48.18,9,156472029,2550461,2550408,2550358,2550409,42.055518860985,-33.9520849688138,,,
708,hiseq125(high_output),fail,fail,R2,862043,927624,92.93,fail_no_motif,fail q30 fail motif,q30p80_krill_rotifer,,7.07,1,156472029,393700,394236,394336,394090.666666667,279.243422284015,-50.4463374528185,,,
709,hiseq125(high_output),pass,,R2,9485731,133550949,7.10,pass,pass q30,q30p90_krill,p90,92.90,85,156472029,15358584,15359784,15355706,15358024.6666667,1711.17139864935,4.39704375793441,,,
710,hiseq125(high_output),fail,,R2,9375904,22921080,40.91,fail,fail q30,q30p90_krill,p90,59.09,15,156472029,3662261,3663102,3661804,3662389,537.580381586481,-24.9269013501982,,,
711,hiseq125(high_output),pass,pass,R2,9073275,132840771,6.83,pass_motif,pass q30 pass motif,q30p90_krill_rotifer,,93.17,85,156472029,15291864,15288848,15289741,15290151,1264.94769325323,4.67994573744231,,,
712,hiseq125(high_output),pass,fail,R2,412456,710178,58.08,pass_no_motif,pass q30 fail motif,q30p90_krill_rotifer,,41.92,0,156472029,328330,328404,328421,328385,39.5052739095259,-11.8380180743419,,,
713,hiseq125(high_output),fail,pass,R2,8473889,21940187,38.62,fail_motif,fail q30 pass motif,q30p90_krill_rotifer,,61.38,14,156472029,3538425,3541007,3538130,3539187.33333333,1292.32254315846,-22.4916117016991,,,
714,hiseq125(high_output),fail,fail,R2,902015,980893,91.96,fail_no_motif,fail q30 fail motif,q30p90_krill_rotifer,,8.04,1,156472029,410313,409095,408729,409379,677.129234341569,-50.2232149684012,,,
715,hiseq125(high_output),pass,,R2,4099686,68376188,6.00,pass,pass q30,q30p100_krill,p100,94.00,44,156472029,8821211,8822400,8822769,8822126.66666667,664.767795716837,6.90655739197784,,,
716,hiseq125(high_output),fail,,R2,14930126,88095841,16.95,fail,fail q30,q30p100_krill,p100,83.05,56,156472029,10873360,10874586,10872868,10873604.6666667,722.392937088643,-4.60466837853711,,,
717,hiseq125(high_output),pass,pass,R2,3885935,68035909,5.71,pass_motif,pass q30 pass motif,q30p100_krill_rotifer,,94.29,43,156472029,8781667,8783876,8783033,8782858.66666667,910.206692033311,7.19755749374447,,,
718,hiseq125(high_output),pass,fail,R2,213751,340279,62.82,pass_no_motif,pass q30 fail motif,q30p100_krill_rotifer,,37.18,0,156472029,194153,194082,194352,194195.666666667,114.281329280956,-5.74685282763066,,,
719,hiseq125(high_output),fail,pass,R2,13798060,86745049,15.91,fail_motif,fail q30 pass motif,q30p100_krill_rotifer,,84.09,55,156472029,10732417,10734972,10734468,10733952.3333333,1104.97068839957,-3.53231418045157,,,
720,hiseq125(high_output),fail,fail,R2,1132066,1350792,83.81,fail_no_motif,fail q30 fail motif,q30p100_krill_rotifer,,16.19,1,156472029,506616,506747,506147,506503.333333333,257.578898376573,-46.310806302278,,,
721,novaseq,subsampling,,R1,11783383,47118735,25.01,subsampling,subsampling,1,,74.99,5,942382399,,,,,,,,,
722,novaseq,subsampling,,R1,11782147,47113415,25.01,subsampling,subsampling,2,,74.99,5,942382399,,,,,,,,,
723,novaseq,subsampling,,R1,11783875,47114859,25.01,subsampling,subsampling,3,,74.99,5,942382399,,,,,,,,,
724,novaseq,subsampling,,R1,21344730,94238310,22.65,subsampling,subsampling,1,,77.35,10,942382399,,,,,,,,,
725,novaseq,subsampling,,R1,21341229,94236298,22.65,subsampling,subsampling,2,,77.35,10,942382399,,,,,,,,,
726,novaseq,subsampling,,R1,21349234,94243165,22.65,subsampling,subsampling,3,,77.35,10,942382399,,,,,,,,,
727,novaseq,subsampling,,R1,30179711,141359939,21.35,subsampling,subsampling,1,,78.65,15,942382399,,,,,,,,,
728,novaseq,subsampling,,R1,30181767,141366103,21.35,subsampling,subsampling,2,,78.65,15,942382399,,,,,,,,,
729,novaseq,subsampling,,R1,30178306,141358919,21.35,subsampling,subsampling,3,,78.65,15,942382399,,,,,,,,,
730,novaseq,subsampling,,R1,38537073,188468384,20.45,subsampling,subsampling,1,,79.55,20,942382399,,,,,,,,,
731,novaseq,subsampling,,R1,38531012,188465707,20.44,subsampling,subsampling,2,,79.56,20,942382399,,,,,,,,,
732,novaseq,subsampling,,R1,38538755,188494339,20.45,subsampling,subsampling,3,,79.55,20,942382399,,,,,,,,,
733,novaseq,subsampling,,R1,46532781,235592866,19.75,subsampling,subsampling,1,,80.25,25,942382399,,,,,,,,,
734,novaseq,subsampling,,R1,46523445,235593240,19.75,subsampling,subsampling,2,,80.25,25,942382399,,,,,,,,,
735,novaseq,subsampling,,R1,46527970,235592488,19.75,subsampling,subsampling,3,,80.25,25,942382399,,,,,,,,,
736,novaseq,subsampling,,R1,54232896,282698553,19.18,subsampling,subsampling,1,,80.82,30,942382399,,,,,,,,,
737,novaseq,subsampling,,R1,54240366,282705889,19.19,subsampling,subsampling,2,,80.81,30,942382399,,,,,,,,,
738,novaseq,subsampling,,R1,54240529,282731630,19.18,subsampling,subsampling,3,,80.82,30,942382399,,,,,,,,,
739,novaseq,subsampling,,R1,61711794,329830600,18.71,subsampling,subsampling,1,,81.29,35,942382399,,,,,,,,,
740,novaseq,subsampling,,R1,61712528,329844661,18.71,subsampling,subsampling,2,,81.29,35,942382399,,,,,,,,,
741,novaseq,subsampling,,R1,61701430,329831069,18.71,subsampling,subsampling,3,,81.29,35,942382399,,,,,,,,,
742,novaseq,subsampling,,R1,68992838,376963704,18.30,subsampling,subsampling,1,,81.70,40,942382399,,,,,,,,,
743,novaseq,subsampling,,R1,68981381,376945741,18.30,subsampling,subsampling,2,,81.70,40,942382399,,,,,,,,,
744,novaseq,subsampling,,R1,68995013,376947588,18.30,subsampling,subsampling,3,,81.70,40,942382399,,,,,,,,,
745,novaseq,subsampling,,R1,76095954,424072771,17.94,subsampling,subsampling,1,,82.06,45,942382399,,,,,,,,,
746,novaseq,subsampling,,R1,76091586,424049411,17.94,subsampling,subsampling,2,,82.06,45,942382399,,,,,,,,,
747,novaseq,subsampling,,R1,76110210,424087869,17.95,subsampling,subsampling,3,,82.05,45,942382399,,,,,,,,,
748,novaseq,subsampling,,R1,83057774,471176162,17.63,subsampling,subsampling,1,,82.37,50,942382399,,,,,,,,,
749,novaseq,subsampling,,R1,83073981,471206324,17.63,subsampling,subsampling,2,,82.37,50,942382399,,,,,,,,,
750,novaseq,subsampling,,R1,83064764,471204631,17.63,subsampling,subsampling,3,,82.37,50,942382399,,,,,,,,,
751,novaseq,subsampling,,R1,89905331,518322820,17.35,subsampling,subsampling,1,,82.65,55,942382399,,,,,,,,,
752,novaseq,subsampling,,R1,89899003,518314961,17.34,subsampling,subsampling,2,,82.66,55,942382399,,,,,,,,,
753,novaseq,subsampling,,R1,89897667,518290453,17.35,subsampling,subsampling,3,,82.65,55,942382399,,,,,,,,,
754,novaseq,subsampling,,R1,96630791,565435513,17.09,subsampling,subsampling,1,,82.91,60,942382399,,,,,,,,,
755,novaseq,subsampling,,R1,96622035,565440538,17.09,subsampling,subsampling,2,,82.91,60,942382399,,,,,,,,,
756,novaseq,subsampling,,R1,96625085,565423548,17.09,subsampling,subsampling,3,,82.91,60,942382399,,,,,,,,,
757,novaseq,subsampling,,R1,103248270,612542613,16.86,subsampling,subsampling,1,,83.14,65,942382399,,,,,,,,,
758,novaseq,subsampling,,R1,103239868,612534235,16.85,subsampling,subsampling,2,,83.15,65,942382399,,,,,,,,,
759,novaseq,subsampling,,R1,103240587,612547688,16.85,subsampling,subsampling,3,,83.15,65,942382399,,,,,,,,,
760,novaseq,subsampling,,R1,109786373,659674311,16.64,subsampling,subsampling,1,,83.36,70,942382399,,,,,,,,,
761,novaseq,subsampling,,R1,109775021,659659839,16.64,subsampling,subsampling,2,,83.36,70,942382399,,,,,,,,,
762,novaseq,subsampling,,R1,109774099,659662380,16.64,subsampling,subsampling,3,,83.36,70,942382399,,,,,,,,,
763,novaseq,subsampling,,R1,116230909,706796594,16.44,subsampling,subsampling,1,,83.56,75,942382399,,,,,,,,,
764,novaseq,subsampling,,R1,116224674,706792242,16.44,subsampling,subsampling,2,,83.56,75,942382399,,,,,,,,,
765,novaseq,subsampling,,R1,116222849,706790671,16.44,subsampling,subsampling,3,,83.56,75,942382399,,,,,,,,,
766,novaseq,subsampling,,R1,122596133,753905331,16.26,subsampling,subsampling,1,,83.74,80,942382399,,,,,,,,,
767,novaseq,subsampling,,R1,122599018,753899175,16.26,subsampling,subsampling,2,,83.74,80,942382399,,,,,,,,,
768,novaseq,subsampling,,R1,122595709,753913854,16.26,subsampling,subsampling,3,,83.74,80,942382399,,,,,,,,,
769,novaseq,subsampling,,R1,128890313,801017557,16.09,subsampling,subsampling,1,,83.91,85,942382399,,,,,,,,,
770,novaseq,subsampling,,R1,128903040,801023705,16.09,subsampling,subsampling,2,,83.91,85,942382399,,,,,,,,,
771,novaseq,subsampling,,R1,128899018,801025687,16.09,subsampling,subsampling,3,,83.91,85,942382399,,,,,,,,,
772,novaseq,subsampling,,R1,135133256,848139632,15.93,subsampling,subsampling,1,,84.07,90,942382399,,,,,,,,,
773,novaseq,subsampling,,R1,135129615,848143059,15.93,subsampling,subsampling,2,,84.07,90,942382399,,,,,,,,,
774,novaseq,subsampling,,R1,135132780,848142093,15.93,subsampling,subsampling,3,,84.07,90,942382399,,,,,,,,,
775,novaseq,subsampling,,R1,141317600,895258021,15.79,subsampling,subsampling,1,,84.21,95,942382399,,,,,,,,,
776,novaseq,subsampling,,R1,141314387,895267786,15.78,subsampling,subsampling,2,,84.22,95,942382399,,,,,,,,,
777,novaseq,subsampling,,R1,141308532,895264026,15.78,subsampling,subsampling,3,,84.22,95,942382399,,,,,,,,,
778,novaseq,,,R1,147431528,942382399,15.64,subsampling,subsampling,raw,,84.36,100,942382399,,,,,,,,,
779,novaseq,pass,,R1,123739773,866962853,14.27,motif,pass motif,rotifer_uniq,,85.73,92,942382399,137606973,137605702,137607474,137606716.333333,745.834804467823,1.59948529344121,,,
780,novaseq,fail,,R1,23691755,75419546,31.41,no_motif,fail motif,rotifer_uniq,,68.59,8,942382399,17636516,17628033,17637317,17633955.3333333,4200.47015886979,-8.03213488803906,22602870,70.0304878525787,-6.5883645953884
781,novaseq,pass,,R1,147408100,942358966,15.64,pass,pass q30,q30p10_krill,p10,84.36,100,942382399,147428484,147428478,147428443,147428468.333333,18.0800688297608,0.002161419805852,,,
782,novaseq,fail,,R1,23432,23433,100.00,fail,fail q30,q30p10_krill,p10,0.00,0,942382399,20853,20837,20714,20801.3333333333,62.0984880832233,-11.2263332337587,,,
783,novaseq,pass,pass,R1,123781771,867039155,14.28,pass_motif,pass q30 pass motif,q30p10_krill_rotifer,,85.72,92,942382399,137618825,137612043,137619941,137616936.333333,3489.97586747467,1.59567941696166,,,
784,novaseq,pass,fail,R1,23626329,75319811,31.37,pass_no_motif,pass q30 fail motif,q30p10_krill_rotifer,,68.63,8,942382399,17618362,17611061,17616686,17615369.6666667,3122.57376036002,-7.98058207200405,,,
785,novaseq,fail,pass,R1,15979,15980,99.99,fail_motif,fail q30 pass motif,q30p10_krill_rotifer,,0.01,0,942382399,14376,14404,14458,14412.6666666667,34.0326640482672,-9.80183562786817,,,
786,novaseq,fail,fail,R1,7453,7453,100.00,fail_no_motif,fail q30 fail motif,q30p10_krill_rotifer,,0.00,0,942382399,6871,6877,6872,6873.33333333333,2.62466929133727,-7.77762869537994,,,
787,novaseq,pass,,R1,147036711,941987464,15.61,pass,pass q30,q30p20_krill,p20,84.39,100,942382399,147380350,147380287,147380256,147380297.666667,39.1095327964367,0.036474653835378,,,
788,novaseq,fail,,R1,394839,394935,99.98,fail,fail q30,q30p20_krill,p20,0.02,0,942382399,257679,258324,257999,258000.666666667,263.322784598843,-34.648317655648,,,
789,novaseq,pass,pass,R1,123470953,866728227,14.25,pass_motif,pass q30 pass motif,q30p20_krill_rotifer,,85.75,92,942382399,137571792,137577553,137572236,137573860.333333,2617.39365697167,1.62714296061957,,,
790,novaseq,pass,fail,R1,23565758,75259237,31.31,pass_no_motif,pass q30 fail motif,q30p20_krill_rotifer,,68.69,8,942382399,17601030,17602788,17602238,17602018.6666667,734.266678772471,-7.92426228468584,,,
791,novaseq,fail,pass,R1,326813,326908,99.97,fail_motif,fail q30 pass motif,q30p20_krill_rotifer,,0.03,0,942382399,220894,221043,221127,221021.333333333,96.3477497863281,-32.361296348412,,,
792,novaseq,fail,fail,R1,68026,68027,100.00,fail_no_motif,fail q30 fail motif,q30p20_krill_rotifer,,0.00,0,942382399,56616,56723,56596,56645,55.7554182718296,-16.7301218633778,,,
793,novaseq,pass,,R1,146032521,940982540,15.52,pass,pass q30,q30p30_krill,p30,84.48,100,942382399,147250194,147250268,147250186,147250216,36.9143151997523,0.12940675817428,,,
794,novaseq,fail,,R1,1399587,1399859,99.98,fail,fail q30,q30p30_krill,p30,0.02,0,942382399,691018,691135,691143,691098.666666667,57.1333722286915,-50.6114068154959,,,
795,novaseq,pass,pass,R1,122606566,865863123,14.16,pass_motif,pass q30 pass motif,q30p30_krill_rotifer,,85.84,92,942382399,137465918,137462517,137468165,137465533.333333,2321.77408222439,1.71608732819695,,,
796,novaseq,pass,fail,R1,23425955,75119417,31.18,pass_no_motif,pass q30 fail motif,q30p30_krill_rotifer,,68.82,8,942382399,17575585,17572541,17573562,17573896,1264.95085543537,-7.79034134410282,,,
797,novaseq,fail,pass,R1,1191743,1192012,99.98,fail_motif,fail q30 pass motif,q30p30_krill_rotifer,,0.02,0,942382399,610445,610732,611261,610812.666666667,337.978631803189,-48.7352755956596,,,
798,novaseq,fail,fail,R1,207844,207847,100.00,fail_no_motif,fail q30 fail motif,q30p30_krill_rotifer,,0.00,0,942382399,152268,151889,151983,152046.666666667,161.142449059486,-26.8453878734518,,,
799,novaseq,pass,,R1,144464097,939408423,15.38,pass,pass q30,q30p40_krill,p40,84.62,100,942382399,147046946,147047276,147046287,147046836.333333,411.136906097659,0.274932528823338,,,
800,novaseq,fail,,R1,2972711,2973976,99.96,fail,fail q30,q30p40_krill,p40,0.04,0,942382399,1227181,1228085,1227734,1227666.66666667,372.114976258086,-58.6771491543084,,,
801,novaseq,pass,pass,R1,121259155,864510341,14.03,pass_motif,pass q30 pass motif,q30p40_krill_rotifer,,85.97,92,942382399,137283375,137287968,137284927,137285423.333333,1907.64642659191,1.85379718128014,,,
802,novaseq,pass,fail,R1,23204942,74898082,30.98,pass_no_motif,pass q30 fail motif,q30p40_krill_rotifer,,69.02,8,942382399,17529358,17530949,17530716,17530341,701.56444227645,-7.5764303283494,,,
803,novaseq,fail,pass,R1,2543547,2544794,99.95,fail_motif,fail q30 pass motif,q30p40_krill_rotifer,,0.05,0,942382399,1089071,1089991,1089457,1089506.33333333,377.204925147532,-57.13785346345,,,
804,novaseq,fail,fail,R1,429164,429182,100.00,fail_no_motif,fail q30 fail motif,q30p40_krill_rotifer,,0.00,0,942382399,274897,275727,275108,275244,352.228145761617,-35.8635730296238,,,
805,novaseq,pass,,R1,140617151,935519816,15.03,pass,pass q30,q30p50_krill,p50,84.97,99,942382399,146544297,146544230,146541830,146543452.333333,1147.48894935371,0.633476836297537,,,
806,novaseq,fail,,R1,6854616,6862583,99.88,fail,fail q30,q30p50_krill,p50,0.12,1,942382399,2366864,2363961,2364118,2364981,1333.02388075633,-65.4219409805317,,,
807,novaseq,pass,pass,R1,117981157,861192892,13.70,pass_motif,pass q30 pass motif,q30p50_krill_rotifer,,86.30,91,942382399,136845251,136851831,136848591,136848557.666667,2686.37715561725,2.19084491313552,,,
808,novaseq,pass,fail,R1,22635994,74326924,30.45,pass_no_motif,pass q30 fail motif,q30p50_krill_rotifer,,69.55,8,942382399,17417573,17416569,17412081,17415407.6666667,2387.75170866282,-7.02381593691854,,,
809,novaseq,fail,pass,R1,5854516,5862243,99.87,fail_motif,fail q30 pass motif,q30p50_krill_rotifer,,0.13,1,942382399,2087097,2086145,2087272,2086838,495.205681173658,-64.27024604746,,,
810,novaseq,fail,fail,R1,1000100,1000340,99.98,fail_no_motif,fail q30 fail motif,q30p50_krill_rotifer,,0.02,0,942382399,533929,533847,533910,533895.333333333,35.0460015154685,-46.6046210954942,,,
811,novaseq,pass,,R1,131969340,926473401,14.24,pass,pass q30,q30p60_krill,p60,85.76,98,942382399,145368874,145372253,145371352,145370826.333333,1428.67172187626,1.44650524438892,,,
812,novaseq,fail,,R1,15793967,15908998,99.28,fail,fail q30,q30p60_krill,p60,0.72,2,942382399,4702949,4700529,4699401,4700959.66666667,1480.13092513992,-69.7278818774968,,,
813,novaseq,pass,pass,R1,110476889,853308619,12.95,pass_motif,pass q30 pass motif,q30p60_krill_rotifer,,87.05,91,942382399,135813681,135814066,135814278,135814008.333333,247.111760590673,2.96927966847752,,,
814,novaseq,pass,fail,R1,21492451,73164782,29.38,pass_no_motif,pass q30 fail motif,q30p60_krill_rotifer,,70.62,8,942382399,17179721,17181110,17179091,17179974,843.444129744229,-5.89419783961087,,,
815,novaseq,fail,pass,R1,13634287,13746516,99.18,fail_motif,fail q30 pass motif,q30p60_krill_rotifer,,0.82,1,942382399,4162723,4161793,4163231,4162582.33333333,595.427764067332,-68.9025835103721,,,
816,novaseq,fail,fail,R1,2159680,2162482,99.87,fail_no_motif,fail q30 fail motif,q30p60_krill_rotifer,,0.13,0,942382399,962177,962284,961551,962004,323.284188705026,-55.3843222741276,,,
817,novaseq,pass,,R1,115454616,905955028,12.74,pass,pass q30,q30p70_krill,p70,87.26,96,942382399,142703297,142705374,142706712,142705127.666667,1405.00684063182,3.00793205230345,,,
818,novaseq,fail,,R1,34219707,36427371,93.94,fail,fail q30,q30p70_krill,p70,6.06,4,942382399,9459122,9458178,9455695,9457665,1445.32787514345,-67.9764729658915,,,
819,novaseq,pass,pass,R1,95896234,834914702,11.49,pass_motif,pass q30 pass motif,q30p70_krill_rotifer,,88.51,89,942382399,133391173,133391757,133393458,133392129.333333,969.288513406727,4.49098515614992,,,
820,novaseq,pass,fail,R1,19558382,71040326,27.53,pass_no_motif,pass q30 fail motif,q30p70_krill_rotifer,,72.47,8,942382399,16746961,16750314,16750860,16749378.3333333,1723.78543392797,-3.9540973765614,,,
821,novaseq,fail,pass,R1,29980259,32140433,93.28,fail_motif,fail q30 pass motif,q30p70_krill_rotifer,,6.72,3,942382399,8499121,8498375,8496392,8497962.66666667,1151.62908766475,-66.8388516524757,,,
822,novaseq,fail,fail,R1,4239448,4286938,98.89,fail_no_motif,fail q30 fail motif,q30p70_krill_rotifer,,1.11,0,942382399,1630106,1631526,1632540,1631390.66666667,998.273620918745,-60.8373000340414,,,
823,novaseq,pass,,R1,98263719,873036062,11.26,pass,pass q30,q30p80_krill,p80,88.74,93,942382399,138405762,138404240,138405015,138405005.666667,621.388946009037,4.59789559834547,,,
824,novaseq,fail,,R1,54984017,69346337,79.29,fail,fail q30,q30p80_krill,p80,20.71,7,942382399,16407043,16417119,16407510,16410557.3333333,4643.71434186997,-55.6243650860271,,,
825,novaseq,pass,pass,R1,80827820,804997719,10.04,pass_motif,pass q30 pass motif,q30p80_krill_rotifer,,89.96,85,942382399,129432453,129421333,129430414,129428066.666667,4833.63771455366,6.0373148295426,,,
826,novaseq,pass,fail,R1,17435899,68038343,25.63,pass_no_motif,pass q30 fail motif,q30p80_krill_rotifer,,74.37,7,942382399,16143271,16149072,16143118,16145153.6666667,2771.38405053424,-1.89708519699449,,,
827,novaseq,fail,pass,R1,48105133,62057416,77.52,fail_motif,fail q30 pass motif,q30p80_krill_rotifer,,22.48,7,942382399,14918648,14919100,14920134,14919294,621.973204138785,-53.4760245254169,,,
828,novaseq,fail,fail,R1,6878884,7288921,94.37,fail_no_motif,fail q30 fail motif,q30p80_krill_rotifer,,5.63,1,942382399,2481883,2484445,2484025,2483451,1121.92334854035,-60.3029309825144,,,
829,novaseq,pass,,R1,70065925,788749601,8.88,pass,pass q30,q30p90_krill,p90,91.12,84,942382399,127273102,127261192,127261561,127265285,5529.50612622863,7.2519035099962,,,
830,novaseq,fail,,R1,87554270,153632798,56.99,fail,fail q30,q30p90_krill,p90,43.01,16,942382399,32393480,32397785,32398685,32396650,2271.44227309434,-35.9022426969012,,,
831,novaseq,pass,pass,R1,56551565,728368000,7.76,pass_motif,pass q30 pass motif,q30p90_krill_rotifer,,92.24,77,942382399,119155137,119149781,119156286,119153734.666667,2834.74400176728,8.59485447832232,,,
832,novaseq,pass,fail,R1,13514360,60381601,22.38,pass_no_motif,pass q30 fail motif,q30p90_krill_rotifer,,77.62,6,942382399,14573488,14570249,14573462,14572399.6666667,1520.7880267224,1.75225507297606,,,
833,novaseq,fail,pass,R1,75471874,138687135,54.42,fail_motif,fail q30 pass motif,q30p90_krill_rotifer,,45.58,15,942382399,29694162,29698629,29687386,29693392.3333333,4622.08844090586,-33.0084558071422,,,
834,novaseq,fail,fail,R1,12082396,14945663,80.84,fail_no_motif,fail q30 fail motif,q30p90_krill_rotifer,,19.16,2,942382399,4460799,4462899,4464564,4462754,1540.47070728398,-50.9822949975521,,,
835,novaseq,pass,,R1,6531936,61919015,10.55,pass,pass q30,q30p100_krill,p100,89.45,7,942382399,14884745,14886232,14895267,14888748,4649.43100461408,13.4963581058258,,,
836,novaseq,fail,,R1,145955103,880463384,16.58,fail,fail q30,q30p100_krill,p100,83.42,93,942382399,139374011,139379478,139375943,139376477.333333,2263.64843167446,-0.747177655109239,,,
837,novaseq,pass,pass,R1,4496066,57140051,7.87,pass_motif,pass q30 pass motif,q30p100_krill_rotifer,,92.13,6,942382399,13893845,13895733,13895654,13895077.3333333,871.987894921076,16.4490776064119,,,
838,novaseq,pass,fail,R1,2035870,4778964,42.60,pass_no_motif,pass q30 fail motif,q30p100_krill_rotifer,,57.40,1,942382399,1776358,1775905,1776525,1776262.66666667,261.936803234843,-5.43229313577866,,,
839,novaseq,fail,pass,R1,122636794,809915084,15.14,fail_motif,fail q30 pass motif,q30p100_krill_rotifer,,84.86,86,942382399,130078496,130079981,130073997,130077491.333333,2544.15412705721,0.918700920667546,,,
840,novaseq,fail,fail,R1,23318309,70548300,33.05,fail_no_motif,fail q30 fail motif,q30p100_krill_rotifer,,66.95,7,942382399,16650796,16660776,16654984,16655518.6666667,4091.82121907701,-9.44429608273103,,,
841,novaseq,subsampling,,R2,14607308,47123027,31.00,subsampling,subsampling,1,,69.00,5,942382399,,,,,,,,,
842,novaseq,subsampling,,R2,14608050,47111517,31.01,subsampling,subsampling,2,,68.99,5,942382399,,,,,,,,,
843,novaseq,subsampling,,R2,14601037,47115359,30.99,subsampling,subsampling,3,,69.01,5,942382399,,,,,,,,,
844,novaseq,subsampling,,R2,26423802,94245372,28.04,subsampling,subsampling,1,,71.96,10,942382399,,,,,,,,,
845,novaseq,subsampling,,R2,26424035,94238501,28.04,subsampling,subsampling,2,,71.96,10,942382399,,,,,,,,,
846,novaseq,subsampling,,R2,26426333,94237447,28.04,subsampling,subsampling,3,,71.96,10,942382399,,,,,,,,,
847,novaseq,subsampling,,R2,37394808,141358425,26.45,subsampling,subsampling,1,,73.55,15,942382399,,,,,,,,,
